LISTA DE ARTICULOS Nº 195 VIGENCIA 13/03/2024,,,
,RESORTES AUTOMOTOR,PRECIO UNIT,
ESP780,ESP. ELASTICA    7 X 80 DIN 1481,4631.908,
ESP785,ESP. ELASTICA    7 X 85 DIN 1481,4905.580,
ESP790,ESP. ELASTICA    7 X 90 DIN 1481,5179.508,
ESP795,ESP. ELASTICA    7 X 95 DIN 1481,5481.826,
ESP7100,ESP. ELASTICA    7 X100 DIN 1481,5762.767,
,,,
ESP816,ESP. ELASTICA    8 X 16 DIN 1481,1184.344,
ESP818,ESP. ELASTICA    8 X 18 DIN 1481,1314.155,
ESP820,ESP. ELASTICA    8 X 20 DIN 1481,1443.967,
ESP822,ESP. ELASTICA    8 X 22 DIN 1481,1573.779,
ESP824,ESP. ELASTICA    8 X 24 DIN 1481,1703.661,
ESP826,ESP. ELASTICA    8 X 26 DIN 1481,1833.473,
ESP828,ESP. ELASTICA    8 X 28 DIN 1481,1963.285,
ESP830,ESP. ELASTICA    8 X 30 DIN 1481,2080.414,
ESP832,ESP. ELASTICA    8 X 32 DIN 1481,2222.908,
ESP834,ESP. ELASTICA    8 X 34 DIN 1481,2352.791,
ESP836,ESP. ELASTICA    8 X 36 DIN 1481,2416.414,
ESP838,ESP. ELASTICA    8 X 38 DIN 1481,2604.148,
ESP840,ESP. ELASTICA    8 X 40 DIN 1481,2641.481,
ESP845,ESP. ELASTICA    8 X 45 DIN 1481,2922.014,
ESP850,ESP. ELASTICA    8 X 50 DIN 1481,3208.948,
ESP855,ESP. ELASTICA    8 X 55 DIN 1481,3490.548,
ESP860,ESP. ELASTICA    8 X 60 DIN 1481,3773.214,
ESP865,ESP. ELASTICA    8 X 65 DIN 1481,4052.681,
ESP870,ESP. ELASTICA    8 X 70 DIN 1481,4334.281,
ESP875,ESP. ELASTICA    8 X 75 DIN 1481,4614.814,
ESP880,ESP. ELASTICA    8 X 80 DIN 1481,4895.348,
ESP885,ESP. ELASTICA    8 X 85 DIN 1481,5176.948,
ESP890,ESP. ELASTICA    8 X 90 DIN 1481,5457.481,
ESP895,ESP. ELASTICA    8 X 95 DIN 1481,5739.081,
ESP8100,ESP. ELASTICA    8 X100 DIN 1481,6026.014,
,,,
ESP930,ESP. ELASTICA    9 X 30 DIN 1481,4759.211,
ESP940,ESP. ELASTICA    9 X 40 DIN 1481,5825.878,
ESP945,ESP. ELASTICA    9 X 45 DIN 1481,6377.345,
ESP950,ESP. ELASTICA    9 X 50 DIN 1481,6901.078,
ESP960,ESP. ELASTICA    9 X 60 DIN 1481,7967.745,
ESP970,ESP. ELASTICA    9 X 70 DIN 1481,9023.745,
ESP980,ESP. ELASTICA    9 X 80 DIN 1481,10089.345,
ESP990,ESP. ELASTICA    9 X 90 DIN 1481,11159.211,
ESP9100,ESP. ELASTICA    9 X100 DIN 1481,12233.345,
ESP9120,ESP. ELASTICA    9 X120 DIN 1481,14354.945,
,,,
ESP1020,ESP. ELASTICA   10 X 20 DIN 1481,2669.541,
ESP1022,ESP. ELASTICA   10 X 22 DIN 1481,2875.870,
ESP1024,ESP. ELASTICA   10 X 24 DIN 1481,3082.200,
ESP1026,ESP. ELASTICA   10 X 26 DIN 1481,3288.529,
ESP1028,ESP. ELASTICA   10 X 28 DIN 1481,3494.858,
ESP1030,ESP. ELASTICA   10 X 30 DIN 1481,3701.188,
ESP1032,ESP. ELASTICA   10 X 32 DIN 1481,3907.517,
ESP1034,ESP. ELASTICA   10 X 34 DIN 1481,4113.847,
ESP1036,ESP. ELASTICA   10 X 36 DIN 1481,4320.176,
ESP1038,ESP. ELASTICA   10 X 38 DIN 1481,4526.505,
ESP1040,ESP. ELASTICA   10 X 40 DIN 1481,4732.835,
ESP1045,ESP. ELASTICA   10 X 45 DIN 1481,5248.694,
ESP1050,ESP. ELASTICA   10 X 50 DIN 1481,5881.729,
ESP1055,ESP. ELASTICA   10 X 55 DIN 1481,6397.588,
ESP1060,ESP. ELASTICA   10 X 60 DIN 1481,6913.376,
ESP1065,ESP. ELASTICA   10 X 65 DIN 1481,7387.478,
ESP1070,ESP. ELASTICA   10 X 70 DIN 1481,7798.145,
ESP1075,ESP. ELASTICA   10 X 75 DIN 1481,8460.882,
ESP1080,ESP. ELASTICA   10 X 80 DIN 1481,8630.145,
ESP1085,ESP. ELASTICA   10 X 85 DIN 1481,9042.945,
ESP1090,ESP. ELASTICA   10 X 90 DIN 1481,9834.411,
ESP1095,ESP. ELASTICA   10 X 95 DIN 1481,9879.211,
ESP1010,ESP. ELASTICA   10 X100 DIN 1481,9996.545,
ESP1012,ESP. ELASTICA   10 X120 DIN 1482,12008.278,
,,,
ESP1220,ESP. ELASTICA   12 X 20 DIN 1481,4548.011,
ESP1222,ESP. ELASTICA   12 X 22 DIN 1481,5003.478,
ESP1224,ESP. ELASTICA   12 X 24 DIN 1481,5452.545,
ESP1226,ESP. ELASTICA   12 X 26 DIN 1481,5908.011,
ESP1228,ESP. ELASTICA   12 X 28 DIN 1481,6338.945,
ESP1230,ESP. ELASTICA   12 X 30 DIN 1481,5787.478,
ESP1232,ESP. ELASTICA   12 X 32 DIN 1481,6264.278,
ESP1234,ESP. ELASTICA   12 X 34 DIN 1481,6338.945,
ESP1236,ESP. ELASTICA   12 X 36 DIN 1481,6583.211,
ESP1238,ESP. ELASTICA   12 X 38 DIN 1481,6738.945,
ESP1240,ESP. ELASTICA   12 X 40 DIN 1481,6812.545,
ESP1245,ESP. ELASTICA   12 X 45 DIN 1481,7051.478,
ESP1250,ESP. ELASTICA   12 X 50 DIN 1481,7138.945,
ESP1255,ESP. ELASTICA   12 X 55 DIN 1481,7980.545,
ESP1260,ESP. ELASTICA   12 X 60 DIN 1481,8242.945,
ESP1265,ESP. ELASTICA   12 X 65 DIN 1481,9103.745,
ESP1270,ESP. ELASTICA   12 X 70 DIN 1481,8861.611,
ESP1275,ESP. ELASTICA   12 X 75 DIN 1481,9973.078,
ESP1280,ESP. ELASTICA   12 X 80 DIN 1481,9717.078,
ESP1285,ESP. ELASTICA   12 X 85 DIN 1481,10829.611,
ESP1290,ESP. ELASTICA   12 X 90 DIN 1481,11272.278,
ESP1295,ESP. ELASTICA   12 X 95 DIN 1481,11707.478,
ESP1210,ESP. ELASTICA   12 X100 DIN 1481,11428.011,
ESP1212,ESP. ELASTICA   12 X120 DIN 1481,19769.345,
,,,
ESP1330,ESP. ELASTICA   13 X 30 DIN 1481,7183.745,
ESP1340,ESP. ELASTICA   13 X 40 DIN 1481,9122.945,
ESP1350,ESP. ELASTICA   13 X 50 DIN 1481,11128.278,
ESP1360,ESP. ELASTICA   13 X 60 DIN 1481,13132.545,
ESP1370,ESP. ELASTICA   13 X 70 DIN 1481,13769.345,
ESP1380,ESP. ELASTICA   13 X 80 DIN 1481,15142.145,
ESP1390,ESP. ELASTICA   13 X 90 DIN 1481,16516.011,
ESP1310,ESP. ELASTICA   13 X100 DIN 1481,17897.345,
ESP1312,ESP. ELASTICA   13 X120 DIN 1482,19270.145,
,,,
ESP1430,ESP. ELASTICA   14 X 30 DIN 1481,16060.545,
ESP1440,ESP. ELASTICA   14 X 40 DIN 1481,19481.345,
ESP1450,ESP. ELASTICA   14 X 50 DIN 1481,22704.811,
ESP1460,ESP. ELASTICA   14 X 60 DIN 1481,22927.745,
ESP1470,ESP. ELASTICA   14 X 70 DIN 1481,23116.545,
ESP1480,ESP. ELASTICA   14 X 80 DIN 1481,24327.211,
ESP1490,ESP. ELASTICA   14 X 90 DIN 1481,33024.811,
ESP1410,ESP. ELASTICA   14 X100 DIN 1481,33024.811,
,,,
ESP1412,ESP. ELASTICA   14 X120 DIN 1481,48895.745,
ESP1670,ESP. ELASTICA   16 X 70 DIN 1481,46286.678,
ESP1680,ESP. ELASTICA   16 X 80 DIN 1481,54953.345,
ESP1610,ESP. ELASTICA   16 X100 DIN 1481,65566.678,
ESP20100,ESP. ELASTICA   20 X 100 DIN 1481,168136.278,
,,,
SETEE400,ESPINAS ELASTICAS EN GABETERO DE 230X165X180,1702029.525,
,,,
,ALAMBRES CUERDA PIANO,PRECIO UNIT.,
0,DESCRIPCION,LISTA 1,
GRA1,"ROLLO   250 GRS C/PIANO 0,25 MM",365634.772,
GRA2,"ROLLO   250 GRS C/PIANO 0,30 MM",305622.880,
GRA3,"ROLLO   250 GRS C/PIANO 0,35 MM",257812.721,
GRA4,"ROLLO   250 GRS C/PIANO 0,40 MM",232357.943,
GRA5,"ROLLO   250 GRS C/PIANO 0,45 MM",210172.411,
GRA6,"ROLLO   250 GRS C/PIANO 0,50 MM",226798.854,
GRA7,"ROLLO   500 GRS C/PIANO 0,60 MM",303318.784,
GRA8,"ROLLO   500 GRS C/PIANO 0,70 MM",268528.597,
GRA9,"ROLLO   500 GRS C/PIANO 0,75 MM",268528.597,
GRA10,"ROLLO   500 GRS C/PIANO 0,80 MM",234200.844,
GRA11,"ROLLO   500 GRS C/PIANO 0,90 MM",213904.399,
GRA12,"ROLLO 1000 GRS C/PIANO 1,00 MM",293633.445,
GRA13,"ROLLO 1000 GRS C/PIANO 1,25 MM",280691.884,
GRA14,"ROLLO 1000 GRS C/PIANO 1,50 MM",261707.418,
GRA15,"ROLLO 1000 GRS C/PIANO 1,75 MM",170589.698,
GRA16,"ROLLO 1000 GRS C/PIANO 2,00 MM",154422.117,
GRA17,"C/PIANO  2,25 MM X  3 KILOS",364711.393,
GRA18,"C/PIANO  2,50 MM X 3 KILOS",353497.385,
GRA19,"C/PIANO  2,75 MM X 3 KILOS",353497.385,
GRA20,"C/PIANO  3,00 MM X 3 KILOS",348400.109,
GRA21,"C/PIANO  3,50 MM X 3 KILOS",350439.020,
GRA22,"C/PIANO  4,00 MM X 3 KILOS",350439.020,
GRA23,"C/PIANO  4,50 MM X 3 KILOS",350439.020,
GRA24,"C/PIANO  5,00 MM X 3 KILOS",367078.169,
GRA25,"C/PIANO  6,00 MM X 3 KILOS",367078.169,
GRA26,"C/PIANO  7,00 MM X 3 KILOS",367078.169,
GRA27,"C/PIANO  5,50 MM X 3 KILOS",367078.169,
GRA28,"C/PIANO  6,50 MM X 3 KILOS",367078.169,
GRA29,"C/PIANO  7,50 MM X 3 KILOS",367078.169,
GRA30,"C/PIANO  8,00 MM X 3 KILOS",370136.534,
SET402,"ALAMBRE EN ROLLO DE 0,25 A 2 MM (16 ROLLOS)",4047925.364,
,,,
,INSERTOS / ENTRERROSCAS,PRECIO UNIT.,
0,DESCRIPCION,LISTA 1,
INS01,"Exterior  6,00 X 1,00 X  Interior 4,00 X 0,70 X L 10",3429.621,
INS02,"Exterior  7,00 X 1,00 X  Interior 5,00 X 0,80 X L 10",3429.621,
INS03,"Exterior  8,00 X 1,25 X  Interior 6,00 X 1,00 X L 12",4283.651,
INS04,"Exterior  10,00 X 1,50 X  Interior 7,00 X 1,00 X L 12",4603.913,
INS05,"Exterior  12,00 X 1,75 X  Interior 8,00 X 1,25 X L 12,8",4710.667,
INS06,"Exterior  12,00 X 1,75 X  Interior 9,00 X 1,25 X L 12,8",5137.682,
INS07,"Exterior  14,00 X 2,00 X  Interior 11,00 X 1,50 X L 14,5",5778.205,
INS08,"Exterior  14,00 X 2,00 X  Interior 10,00 X 1,25 X L 14,5",5991.712,
INS09,"Exterior  14,00 X 2,00 X  Interior 10,00 X 1,50 X L 14,5",6311.974,
INS10,"Exterior  16,00 X 2,00 X  Interior 12,00 X 1,25 X L 15",6845.743,
INS11,"Exterior  16,00 X 2,00 X  Interior 12,00 X 1,50 X L 15",7699.773,
INS12,"Exterior  3 /8 NF X  Interior 1/4"" W X L 10",3856.636,
INS13,"Exterior  7/16"" NF X  Interior 5 /16"" W X L 11",4603.913,
INS14,"Exterior  1 /2"" NF X  Interior 3/8"" W X L 12",4924.174,
INS15,Exterior  5 / 8 NF X  Interior 7 / 16 X L 14,5457.943,
INS16,Exterior  3 / 4 NF X  Interior 1/2 USS X L 15,6845.743,
INS17,Exterior  3 / 4 NF X  Interior 1/2 W X L 15,6952.497,
INS31,"Exterior  9,00 X 1,25 X  Interior 6,00 X 1,00 X L 12,50",4070.144,
INS33,"Exterior  11,00 X 1,50 X  Interior 8,00 X 1,25 X L 13,5",5084.305,
,,,
,ALARGUES BUJIA BRONCE,PRECIO UNIT.,
0,DESCRIPCION,LISTA 1,
INS18,"Alargue bujia Ext.18 x 1,50 X  Int.14 x 1,25 X L 20",28303.259,
INS19,"Alargue bujia Ext.14 x 1,25 X  Int.5 /8 NF X L 27",24566.876,
INS20,"Alargue bujia Ext.14 x 1,25 X  Int.5 /8 NF X L 34",29891.068,
,,,
SETINS1,12 INS DE C/U DEL Nº 1 AL 6,337342.048,
SETINS2,12 INS DE C/U DEL Nº 7 AL 11,461176.471,
SETINS3,12 INS DE C/U DEL Nº 12 AL 16,523093.682,
,,,
,ARANDELAS COMPENSADORAS,PRECIO UNIT.,
0,DESCRIPCION,LISTA 1,
MTA242,"ARAND. COMPENSADORA  15,5 X 21,2 X 0,3",963.144,
MTA315,"ARAND. COMPENSADORA  17,5 X 25 X 0,3",963.144,
MTA6000,"ARAND. COMPENSADORA  19,3 X 25,8 X 0,3",2115.624,
MTA6200,"ARAND. COMPENSADORA  22,5 X 29,7 X 0,3",2500.000,
MTA6201,"ARAND. COMPENSADORA  24,5 X 31,7 X 0,35",2516.248,
MTA6202,"ARAND. COMPENSADORA  28 X 34,5 X 0,4",3015.656,
MTA6203,"ARAND. COMPENSADORA  33 X 39,1 X 0,3",3015.656,
MTA6204,"ARAND. COMPENSADORA  40 X 46,5 X 0,4",5046.216,
MTA6205,"ARAND. COMPENSADORA  44 X 51 X 0,4",5551.112,
MTA6206,"ARAND. COMPENSADORA  51 X 61 X 0,4",7052.080,
MTA6207,"ARAND. COMPENSADORA  61 X 71 X 0,4",9052.456,
MTA6208,"ARAND. COMPENSADORA  71 X 79 X 0,5",12970.888,
MTA6209,"ARAND. COMPENSADORA  74 X 84 X 0,65",15048.096,
MTA6308,"ARAND. COMPENSADORA  79 X 89 X 0,5",19040.616,
MTA6309,"ARAND. COMPENSADORA  89 X 99 X 0,5",20039.432,
MTA6310,"ARAND. COMPENSADORA  99 X 109 X 0,6",26029.584,
MTA6311,"ARAND. COMPENSADORA 109 X 119 X 0,6",35249.424,
MTA1,ARANDELAS COMPENSADORAS EN 1 CAJA MADERA,4983817.481,
,,,
,O'RING EN SET Y PEGAMENTOS,PRECIO UNIT.,
0,DESCRIPCION,LISTA 1,
SETOM1,SET O'RING MILIMETRICO CON 1 EXIBIDOR Y 1490 PIEZAS,8968796.656,
SETOM3,SET O'RINGS EN MILIMETROS CON 1 EXIBIDOR Y 922 PIEZAS,5553131.464,
***SETOM7,*** SIN STOCK SET O'RINGS EN MILIMETROS (EN CAJA BLANCA)  386 PIEZAS,0.000,
O4,SET O´RING PULGADAS CON 1475 PIEZAS / 2 EXIBIDORES,4451862.204,
O5,SET O´RING PULGADAS CON 1710 PIEZAS / 2 EXIBIDORES,5603323.677,
O6,SET ORING PULGADA CON 838 PIEZAS / 1 EXIBIDOR,2698202.242,
SETO,SET O'RING EN PULGADAS EN CAJA PLASTICA,733219.259,
SETOM,SET O'RING MILIMETRICO EN CAJA PLASTICA,838278.519,
,,,
,O'RING EN PULGADAS. (NBR 70) Nitrilo 70,PRECIO UNIT.,
0,DESCRIPCION,LISTA 1,
O2001,O'RING 2001,447.957,
O2002,O'RING 2002,447.957,
O2003,O'RING 2003,447.957,
O2004,O'RING 2004,447.957,
O2005,O'RING 2005,447.957,
O2006,O'RING 2006- R01 / Y 01,365.105,
O2007,O'RING 2007,345.005,
O2008,O'RING 2008- R02 / Y02,327.356,
O2009,O'RING 2009,327.356,
O2010,O'RING 2010- R03 / Y 03,327.356,
O2011,O'RING 2011- R04 / Y04,336.988,
O2012,O'RING 2012- R05 / Y 05,365.089,
O2013,O'RING 2013,397.279,
O2014,O'RING 2014- R06 / Y 06,413.398,
O2015,O'RING 2015,462.959,
O2016,O'RING 2016,496.256,
O2017,O'RING 2017,528.359,
O2018,O'RING 2018,594.897,
O2019,O'RING 2019,638.202,
O2020,O'RING 2020,710.667,
O2021,O'RING 2021,719.556,
O2022,O'RING 2022,782.309,
O2023,O'RING 2023,847.512,
O2024,O'RING 2024,867.612,
O2025,O'RING 2025,905.362,
O2026,O'RING 2026,1144.114,
O2027,O'RING 2027,1214.220,
O2028,O'RING 2028,1234.320,
O2029,O'RING 2029,1578.476,
O2030,O'RING 2030,1752.025,
O2031,O'RING 2031,1796.001,
O2032,O'RING 2032,2009.260,
O2033,O'RING 2033,2574.520,
O2034,O'RING 2034,2604.915,
O2035,O'RING 2035,2715.222,
O2036,O'RING 2036,2737.773,
O2037,O'RING 2037,2953.974,
O2038,O'RING 2038,3227.534,
O2039,O'RING 2039,3267.735,
O2040,O'RING 2040,3541.785,
O2041,O'RING 2041,3732.883,
O2042,O'RING 2042,5099.213,
O2043,O'RING 2043,5172.260,
O2044,O'RING 2044,5347.770,
O2045,O'RING 2045,6154.233,
O2046,O'RING 2046,6596.439,
O2047,O'RING 2047,6676.840,
O2048,O'RING 2048,7016.094,
O2049,O'RING 2049,8311.748,
O2050,O'RING 2050,11002.816,
,,,
O2102,O'RING 2102,391.520,
O2103,O'RING 2103,391.520,
O2104,O'RING 2104,391.520,
O2105,O'RING 2105,365.105,
O2106,O'RING 2106,365.105,
O2107,O'RING 2107,387.657,
O2108,O'RING 2108,387.657,
O2109,O'RING 2109-  GRIF. FV,407.757,
O2110,O'RING 2110- R07 / Y 07 PEYRANO,447.957,
O2111,O'RING 2111- R08 / Y08,510.710,
O2112,O'RING 2112- R09 / Y 09,561.205,
O2113,O'RING 2113- R10 / Y10,621.506,
O2114,O'RING 2114- R11 / Y11,676.905,
O2115,O'RING 2115- R12 / Y12,737.206,
O2116,O'RING 2116- R13 / Y13,820.058,
O2117,O'RING 2117- R14 / Y14,898.008,
O2118,O'RING 2118- R15 / Y15,973.016,
O2119,O'RING 2119,1058.320,
O2120,O'RING 2120,1101.462,
O2121,O'RING 2121,1153.919,
O2122,O'RING 2122,1284.816,
O2123,O'RING 2123,1387.769,
O2124,O'RING 2124,1505.919,
O2125,O'RING 2125,1560.827,
O2126,O'RING 2126,1694.176,
O2127,O'RING 2127,1889.835,
O2128,O'RING 2128,1879.981,
O2129,O'RING 2129,1927.535,
O2130,O'RING 2130,2022.007,
O2131,O'RING 2131,2129.862,
O2132,O'RING 2132,2212.714,
O2133,O'RING 2133,2245.561,
O2134,O'RING 2134,2323.511,
O2135,O'RING 2135,2449.015,
O2136,O'RING 2136,2863.277,
O2137,O'RING 2137,2893.673,
O2138,O'RING 2138,2996.626,
O2139,O'RING 2139,3024.080,
O2140,O'RING 2140,3059.378,
O2141,O'RING 2141,3061.829,
O2142,O'RING 2142,3348.956,
O2143,O'RING 2143,3479.853,
O2144,O'RING 2144,3477.401,
O2145,O'RING 2145,3497.502,
O2146,O'RING 2146,3587.708,
O2147,O'RING 2147,4002.460,
O2148,O'RING 2148,4122.572,
O2149,O'RING 2149,4328.967,
O2150,O'RING 2150,4645.179,
O2151,O'RING 2151,5431.246,
O2152,O'RING 2152,5640.093,
O2153,O'RING 2153,5868.550,
O2154,O'RING 2154,6727.470,
O2155,O'RING 2155,7207.425,
O2156,O'RING 2156,7320.673,
O2157,O'RING 2157,7443.726,
O2158,O'RING 2158,8031.687,
O2159,O'RING 2159,8262.446,
O2160,O'RING 2160,11887.362,
O2161,O'RING 2161,12231.518,
O2162,O'RING 2162,12354.571,
O2163,O'RING 2163,12470.270,
O2164,O'RING 2164,12595.774,
O2165,O'RING 2165,13429.691,
O2166,O'RING 2166,13693.447,
O2167,O'RING 2167,23133.720,
O2168,O'RING 2168,23249.420,
O2169,O'RING 2169,23374.924,
O2170,O'RING 2170,25238.858,
O2171,O'RING 2171,25864.419,
O2172,O'RING 2172,26005.121,
O2173,O'RING 2173,26105.622,
O2174,O'RING 2174,26223.773,
O2175,O'RING 2175,26338.982,
O2176,O'RING 2176,26467.427,
O2177,O'RING 2177,26580.185,
O2178,O'RING 2178,27567.551,
,,,
O2201,O'RING 2201,642.130,
O2202,O'RING 2202,710.923,
O2203,O'RING 2203,745.319,
O2204,O'RING 2204,749.462,
O2205,O'RING 2205,804.860,
O2206,O'RING 2206,877.908,
O2207,O'RING 2207,980.860,
O2208,O'RING 2208,1061.261,
O2209,O'RING 2209,1176.470,
O2210,O'RING 2210- R16 / Y16,1211.769,
O2211,O'RING 2211- R17 / Y17,1281.874,
O2212,O'RING 2212- R18 / Y 18,959.576,
O2213,O'RING 2213- R19 / Y19,1468.170,
O2214,O'RING 2214- R20 / Y20,1528.471,
O2215,O'RING 2215- R21 / Y21,1626.031,
O2216,O'RING 2216- R22 /Y22,1726.532,
O2217,O'RING 2217- R23 / Y23,1812.326,
O2218,O'RING 2218- R24 / Y24,1912.828,
O2219,O'RING 2219- R25 / Y25,2161.385,
O2220,O'RING 2220- R26 / Y26,2251.591,
O2221,O'RING 2221- R27 / Y27,2309.441,
O2222,O'RING 2222- R28 / Y28,2397.686,
O2223,O'RING 2223- R29 / Y29,2668.795,
O2224,O'RING 2224- R30 / Y30,2828.470,
O2225,O'RING 2225- R31/ Y31,3298.130,
O2226,O'RING 2226- R32 /Y32,3388.336,
O2227,O'RING 2227,3471.189,
O2228,O'RING 2228,3875.646,
O2229,O'RING 2229,3998.699,
O2230,O'RING 2230,4272.749,
O2231,O'RING 2231,4408.549,
O2232,O'RING 2232,4546.309,
O2233,O'RING 2233,5287.569,
O2234,O'RING 2234,6182.607,
O2235,O'RING 2235,6446.362,
O2236,O'RING 2236,6931.220,
O2237,O'RING 2237,7288.123,
O2238,O'RING 2238,7684.736,
O2239,O'RING 2239,8131.845,
O2240,O'RING 2240,8214.697,
O2241,O'RING 2241,8320.295,
O2242,O'RING 2242,8458.546,
O2243,O'RING 2243,8717.399,
O2244,O'RING 2244,8908.106,
O2245,O'RING 2245,8993.410,
O2246,O'RING 2246,9166.959,
O2247,O'RING 2247,9634.168,
O2248,O'RING 2248,9910.670,
O2249,O'RING 2249,12477.624,
O2250,O'RING 2250,13065.435,
O2251,O'RING 2251,13412.042,
O2252,O'RING 2252,13505.190,
O2253,O'RING 2253,13598.338,
O2254,O'RING 2254,13681.190,
O2255,O'RING 2255,13773.848,
O2256,O'RING 2256,13876.800,
O2257,O'RING 2257,13969.948,
O2258,O'RING 2258,14200.856,
O2259,O'RING 2259,15366.673,
O2260,O'RING 2260,16898.708,
O2261,O'RING 2261,24088.239,
O2262,O'RING 2262,25231.505,
O2263,O'RING 2263,25354.558,
O2264,O'RING 2264,25610.469,
O2265,O'RING 2265,25799.215,
O2266,O'RING 2266,25980.118,
O2267,O'RING 2267,26170.826,
O2268,O'RING 2268,26359.082,
O2269,O'RING 2269,26539.985,
O2270,O'RING 2270,28464.220,
O2271,O'RING 2271,28924.075,
O2272,O'RING 2272,29114.783,
O2273,O'RING 2273,29303.530,
O2274,O'RING 2274,29494.237,
O2275,O'RING 2275,29863.396,
O2276,O'RING 2276,48118.384,
O2277,O'RING 2277,48488.033,
O2278,O'RING 2278,48857.192,
O2279,O'RING 2279,49605.805,
O2280,O'RING 2280,50354.419,
O2281,O'RING 2281,51092.737,
O2282,O'RING 2282,91611.985,
O2283,O'RING 2283,92350.303,
O2284,O'RING 2284,93101.367,
,,,
O2309,O'RING 2309,1588.159,
O2310,O'RING 2310,1736.705,
O2311,O'RING 2311,1899.959,
O2312,O'RING 2312,2038.210,
O2313,O'RING 2313,2216.171,
O2314,O'RING 2314,2367.168,
O2315,O'RING 2315,2470.121,
O2316,O'RING 2316,2733.876,
O2317,O'RING 2317,2929.976,
O2318,O'RING 2318,3216.283,
O2319,O'RING 2319,3356.985,
O2320,O'RING 2320,3567.793,
O2321,O'RING 2321,3748.695,
O2322,O'RING 2322,3818.998,
O2323,O'RING 2323,4060.202,
O2324,O'RING 2324,4250.909,
O2325,O'RING 2325,4484.759,
O2326,O'RING 2326,4861.762,
O2327,O'RING 2327,5303.478,
O2328,O'RING 2328,5698.130,
O2329,O'RING 2329,6295.746,
O2330,O'RING 2330,6642.354,
O2331,O'RING 2331,7368.415,
O2332,O'RING 2332,7644.917,
O2333,O'RING 2333,8210.177,
O2334,O'RING 2334,8383.235,
O2335,O'RING 2335,8554.333,
O2336,O'RING 2336,8947.683,
O2337,O'RING 2337,9151.137,
O2338,O'RING 2338,10480.208,
O2339,O'RING 2339,10666.013,
O2340,O'RING 2340,10854.269,
O2341,O'RING 2341,11037.623,
O2342,O'RING 2342,11213.623,
O2343,O'RING 2343,12436.800,
O2344,O'RING 2344,12695.652,
O2345,O'RING 2345,12972.154,
O2346,O'RING 2346,13231.006,
O2347,O'RING 2347,18807.612,
O2348,O'RING 2348,19064.147,
O2349,O'RING 2349,19320.548,
O2350,O'RING 2350,19642.153,
O2351,O'RING 2351,19810.309,
O2352,O'RING 2352,19996.114,
O2353,O'RING 2353,20181.919,
O2354,O'RING 2354,20353.017,
O2355,O'RING 2355,21387.936,
O2356,O'RING 2356,21571.290,
O2357,O'RING 2357,21741.898,
O2358,O'RING 2358,21925.742,
O2359,O'RING 2359,22109.096,
O2360,O'RING 2360,22292.450,
O2361,O'RING 2361,22952.818,
O2362,O'RING 2362,23307.269,
O2363,O'RING 2363,38198.644,
O2364,O'RING 2364,38560.450,
O2365,O'RING 2365,38916.862,
O2366,O'RING 2366,39283.570,
O2367,O'RING 2367,39638.021,
O2368,O'RING 2368,39994.434,
O2369,O'RING 2369,40358.690,
O2370,O'RING 2370,40713.142,
O2371,O'RING 2371,41876.017,
O2372,O'RING 2372,44428.264,
O2373,O'RING 2373,44785.167,
O2374,O'RING 2374,45149.423,
O2375,O'RING 2375,45505.836,
O2376,O'RING 2376,45870.093,
O2377,O'RING 2377,46224.544,
O2378,O'RING 2378,65011.944,
O2379,O'RING 2379,66956.280,
O2380,O'RING 2380,68541.261,
O2381,O'RING 2381,71144.004,
O2382,O'RING 2382,72641.231,
O2383,O'RING 2383,74140.909,
O2384,O'RING 2384,120746.623,
O2385,O'RING 2385,122213.454,
O2386,O'RING 2386,123710.681,
O2387,O'RING 2387,125210.359,
O2388,O'RING 2388,126775.240,
O2389,O'RING 2389,164835.388,
,,,
O2425,O'RING 2425,24084.490,
O2426,O'RING 2426,24269.142,
O2427,O'RING 2427,24565.744,
O2428,O'RING 2428,24859.404,
O2429,O'RING 2429,25156.006,
O2430,O'RING 2430,25449.666,
O2431,O'RING 2431,25743.817,
O2432,O'RING 2432,26047.773,
O2433,O'RING 2433,26341.433,
O2434,O'RING 2434,27964.654,
O2435,O'RING 2435,28258.314,
O2436,O'RING 2436,28554.916,
O2437,O'RING 2437,41727.962,
O2438,O'RING 2438,42318.224,
O2439,O'RING 2439,43739.952,
O2440,O'RING 2440,44350.314,
O2441,O'RING 2441,44950.872,
O2442,O'RING 2442,45503.385,
O2443,O'RING 2443,46159.341,
O2444,O'RING 2444,46759.408,
O2445,O'RING 2445,47369.770,
O2446,O'RING 2446,53843.535,
O2447,O'RING 2447,55054.455,
O2448,O'RING 2448,55732.473,
O2449,O'RING 2449,56940.941,
O2450,O'RING 2450,79393.458,
O2451,O'RING 2451,81166.696,
O2452,O'RING 2452,81852.557,
O2453,O'RING 2453,83086.029,
O2454,O'RING 2454,87338.957,
O2455,O'RING 2455,88499.381,
O2456,O'RING 2456,89808.351,
O2457,O'RING 2457,91031.527,
O2458,O'RING 2458,92267.450,
O2459,O'RING 2459,106319.243,
O2460,O'RING 2460,150639.680,
O2461,O'RING 2461,151820.694,
O2462,O'RING 2462,153056.617,
O2463,O'RING 2463,154289.599,
O2464,O'RING 2464,162426.295,
O2465,O'RING 2465,163662.218,
O2466,O'RING 2466,164885.394,
,,,
